TITLE;TYPE;RATING;REVIEWS;ADDRESS;LATITUDE;LONGITUDE;POSTAL_CODE;PRICE;DESCRIPTION;TAGS;
Sky Sushi & Ramen;Japonés;9,1;1030;Calle de Recoletos, 11, 28001 Madrid;40.4219505;-3.690109;28001;25;;Afterwork, Con amigos, De negocios, Romántico, Terraza, Ramen, Sushi, Tartar, Día de la Madre, Día del Padre, Family Days, Reabierto, Restaurant Week, SABOREA ASIA, San Valentín, Asiático;
Don Giovanni by Andrea Tumbarello;Italiano;9;1027;Paseo de la R. Cristina, 23, 28014 Madrid;40.4073325;-3.6813004;28014;30;El nombre del siciliano Andrea Tumbarello es un valor seguro cuando hablamos de la mejor gastronomía italiana en España. Su Don Giovanni madrileño demuestra desde su apertura en 2005 que nadie como Tumbarello para crear la más sofisticada cocina italiana, que parte de las raíces tradicionales y bebe de las fuentes de la alta cocina para dar lugar a una carta única en su especie. Un recetario en el que brilla con luz propia la trufa, un ingrediente fetiche de un chef que tanto te prepara una fondue con caviar de trufa, queso fontina, huevo, nata y láminas de trufa o planta ante tus ojos unos ravioli gigantes de mozzarella de búfala y espinacas.La carta de Don Giovanni es extensa y variada como la de una trattoria siciliana al uso, pero no nos engañemos: no estamos ante un restaurante tradicional. Tumbarello conoce el producto como nadie y se ha rodeado de los mejores para elaborar, entre otras cosas, una carta de vinos que se encuentra entre lo mejor de la ciudad y una selección de ginebras que hará de nuestras sobremesas un lugar mejor. No dejéis escapar por nada del mundo su deliciosa pizza con trufa negra.;Bistró, Con amigos, De moda, Familia, Selección Insider - Grandes chefs, Selección Insider - Italianos, Selección Insider - Novedades, Selección Insider - Terrazas, Selección Insider - Trendy, Certificado de Excelencia TripAdvisor 2018, Día del Padre, Reabierto, Europeo;
Jinode;Asiático;9;75;Calle de Atocha, 111, 28012 Madrid;40.4104152;-3.6948312;28012;20;;Con amigos, Reabierto;
Bistoon;Iraní;9;235;Calle de la Sierra de Atapuerca, 39, 28050 Madrid;40.5057655;-3.6673495;28050;22;;Con amigos, Familia, Nochebuena y Navidad, Reabierto, Árabe;
Taberna Malabares;Español;7,9;87;Calle de Jorge Juan, 70, 28009 Madrid;40.4233092;-3.6771202;28009;20;;Reabierto, San Valentín, Europeo;
La Tasca del Retiro;Español;9;480;Av. de Menéndez Pelayo, 11, 28009 Madrid;40.4208746;-3.6794908;28009;30;;Family Days, Reabierto, Europeo;
Indian flavour;Indio;9,1;219;Calle Víctor Andrés Belaunde, 6, 28016 Madrid;40.4547069;-3.6790381;28016;25;;Con amigos, Family Days, Reabierto, SABOREA ASIA, San Valentín, Asiático;
CABO DO MUNDO;Español;9;123;Calle de Rosario Pino, 12, 28020 Madrid;40.4622813;-3.6923779;28020;55;Comer en Madrid y sentirte como si estuvieras en tierras gallegas es posible desde que existe el restaurante Cabo do Mundo. Sus carnes ya son conocidas como las mejores de Madrid: el chuletón, el solomillo, el secreto ibérico… ¡cualquier opción es buena! El establecimiento es amplio, el servicio atento y amable (a Gerardo, su dueño, te lo llevarías a casa) y la carta es totalmente apetecible: espectacular el rape, absolutamente recomendables la merluza de pincho y el pulpo a la brasa. No hay que saltarse entrantes como la ensaladilla o las zamburiñas. A la hora del postre, sentirás amor a primera vista por las torrijas. ¡Palabrita!;Bacalao, Carnes, De cuchara, Reabierto, Europeo;
Hong Kong 70;Chino;9;406;Calle de Toledo, 28, 28005 Madrid;40.4137767;-3.707580199999999;28005;15;;Reabierto, Asiático;
Juanchis Burgers Malasaña;Americano;9;1162;Calle de Manuela Malasaña, 3, 28004 Madrid;40.42853179999999;-3.7026228;28004;15;;Afterwork, Con amigos, Hamburguesas, Reabierto;
Pante Cucina Italiana;Italiano;9;414;Calle de Villanueva, 21, 28001 Madrid;40.4224527;-3.6849186;28001;30;Si buscas, encuentras. Eso es lo que sucede cuando vas paseando por el barrio de Salamanca y quieres disfrutar de una buena comida en un sitio bonito. De repente, te topas con Pante, el lugar por excelencia para disfrutar de los mejores tagliolini freschi agli scampi (pasta fresca con cigalas). Otro de los platos ante los que caer rendido es la caponata siciliana, con berenjenas, aceitunas, apio… Sus fundadores se conocieron en la isla siciliana Pantellería y decidieron poner en marcha este proyecto para acercar a los clientes la mejor comida italiana a precios asequibles. Son defensores de una cocina sencilla, pero también se suman a las tendencias de moda ofreciendo un brunch dominical que causa furor. Pidas lo que pidas, acertarás: pizzas, ensalada de pulpo, tartar del mediterráneo, fritura……Mmmm…;Afterwork, Con amigos, Cumpleaños, De negocios, Familia, Romántico, Selección Insider - Italianos, Selección Insider - Terrazas, Fin de Año y Año Nuevo, Nochebuena y Navidad, Reabierto, Europeo;
Fuku;Japonés;9;2801;C/ Marqués de Villamejor, 8, 28006 Madrid;40.4311228;-3.6874444;28006;45;Detrás de una puerta dorada se esconde este paraíso para los amantes de la cocina japonesa. Su decoración es sencilla y minimalista porque lo que realmente importa en Fuku es la comida. En los fogones, Osanay San, se luce de lo lindo con su famoso tartar de atún toro, los exquisitos sashimis de salmón, de lubina, de pez limón, de ventresca de atún o de vieiras y, por supuesto, sus recetas con carne de buey Wagyu. Muy rico el sushi, donde se nota el esmero al elaborarlo y la originalidad con los makis de cangrejo de caparazón blando o los nigiris con huevo de codorniz.;Con amigos, Cumpleaños, Sushi, Selección Insider - Japoneses, Día del Padre, Fin de Año y Año Nuevo, Insider Week, Reabierto, Restaurant Week, San Valentín, Asiático;
Vietnam Mekong;Vietnamita;9;411;C/ Isabel la Católica, 11, 28013 Madrid;40.4213297;-3.7093026;28013;20;;Con amigos, Familia, Tipico, Certificado de Excelencia TripAdvisor 2018, Día del Padre, Fin de Año y Año Nuevo, Reabierto, Asiático;
Ablanedo;Mediterráneo;9;925;Calle de Buen Suceso, 14, 28008 Madrid;40.428918;-3.7178252;28008;25;;Con amigos, Grupos, Romántico, Día del Padre, Family Days, Reabierto;
BBQ BURGER - Méndez Álvaro;Americano;9,1;549;Plaza Amanecer en Méndez Álvaro, 2, 28045 Madrid;40.3986936;-3.6846057;28045;15;;Con amigos, Hamburguesas, Día de la Madre, Económicos, Family Days, Reabierto, San Valentín;
Lumbini Tandoori;Indio;9;107;Calle del Aviador Zorita, 50, 28020 Madrid;40.452092;-3.6979454;28020;25;;Reabierto, Asiático;
Muuu;Mediterráneo;7,8;35;Calle Víctor Andrés Belaunde, 8, 28016 Madrid;40.4548087;-3.679100499999999;28016;25;;Con amigos, Reabierto;
Preto Bambu;Brasileño;9,1;130;Calle Simancas, 21, 28029 Madrid;40.4663222;-3.6926688;28029;24;;Con amigos, Carnes, Reabierto, Latino;
Le Coq - Príncipe de  Vergara;Mediterráneo;9;11;Calle del Príncipe de Vergara, 269, 28016 Madrid;40.4575062;-3.6771779;28016;13;;Con amigos, Reabierto;
La Virgen 154; ;9;10;Calle de José Abascal, 11, 28003 Madrid;40.4386971;-3.7009796;28003;20;;Reabierto;
Compostela;Gallego;8,3;284;Calle Serrano Jover, 6, 28015 Madrid;40.4300871;-3.7139392;28015;20;;Con amigos, De negocios, Familia, Terraza, Arroces, Carnes, Paella, Reabierto, Europeo, Español;
Magasand Columela;Mediterráneo;9,2;210;Calle Columela, 4, Madrid, Spain, 28001 Madrid;40.4209791;-3.6878982;28001;15;;Económicos, Healthy, Reabierto;
Sahuaro;Mexicano;9,2;400;Plaza de Cascorro, 2, 28005 Madrid;40.4112132;-3.7071356;28005;20;;Afterwork, Con amigos, Ceviche, Económicos, Reabierto, Latino;
Acuarela;Español;8,3;62;Calle Entre Arroyos, 1, 28030 Madrid;40.4089966;-3.6564504;28030;20;;Comuniones, Con amigos, Cumpleaños, Despedida de solter@, Familia, Grupos, Terraza, Carnes, Family Days, Reabierto, San Valentín, Europeo;
Macarena - Madrid;Andaluz;9,2;108;Calle del Rodio, 6, 28045 Madrid;40.3906324;-3.6912616;28045;20;;Reabierto, Europeo, Español;
Fabes;Asturiano;8,3;5;Calle de Antonio López, 55, Madrid,Spain, 28019 Madrid;40.3949015;-3.7093463;28019;25;;Reabierto, Europeo, Español;
Panela & Sal;Internacional;9,2;9;Calle de Suecia, 20, 28022 Madrid;40.422381;-3.6075624;28022;20;;Reabierto;
Jarritus;Español;9,1;168;Calle de Alcalá, 233, 28028 Madrid;40.4304554;-3.6645559;28028;35;Su proximidad a la plaza de toros de las Ventas no es casualidad. Y es que Jarritus es una taberna castiza y, sobre todo, un templo de culto al mundo taurino. Al cruzar la puerta se respira tradición, tanto en el ambiente como en su carta, donde el rabo de toro estofado es el rey. La clientela habitual no perdona las alcachofas con langostinos o su jamón de bellota para acompañar con un buen vino o una cerveza bien tirada. Su ubicación lo ha convertido, además, en lugar de parada obligatoria para tomar una copa antes y después de asistir a los toros. ¡Oooooleee!;Para ver deportes, Terraza, Hamburguesas, Paella, Pinchos y Tapas, Selección Insider - Terrazas, Certificado de Excelencia TripAdvisor 2018, Nochebuena y Navidad, Reabierto, Europeo;
Deliquio;Español;8,9;124;Calle del Corazón de María, 61, 28002 Madrid;40.447317;-3.666716;28002;14;;Con amigos, Cochinillo, Pinchos y Tapas, Tartar, Económicos, Nochebuena y Navidad, Reabierto, Europeo;
Bipolar Casa de Comidas 2.0;Mediterráneo;9,1;114;Calle Calatrava, 6, 28005 Madrid;40.4092601;-3.7108305;28005;28;;Reabierto;
Verdura y Brasa;Mediterráneo;9,1;109;Calle de Espronceda, 27, 28003 Madrid;40.4406778;-3.6955382;28003;50;;Brasería, Con amigos, Fin de Año y Año Nuevo, Healthy, Reabierto, TOGETHER;
La Cocina de Danielli;Mediterráneo;8,1;8;Calle de Serrano, 224, 28016 Madrid;40.4529511;-3.680147;28016;35;;Afterwork, Con amigos, Familia, Reabierto;
Sumo Fusión - Gran Vía;Asiático;8,4;6504;Calle Gran Vía, 1, 28013 Madrid;40.4190463;-3.6980245;28013;15;;Con amigos, Cumpleaños, Despedida de solter@, Grupos, Cocido, Ramen, Sushi, Tartar, Día de la Madre, Día del Padre, Económicos, Reabierto, SABOREA ASIA, San Valentín, TOGETHER;
Madame Sushita;Japonés;9;2308;Paseo de la Habana, 15, 28036 Madrid;40.4500433;-3.6881954;28036;25;Arroz procedente de cultivo ecológico, pescado de pesca sostenible, agua alcalina y verduras frescas del huerto Mediterráneo. Estas son las señas de identidad de este japonés de fastuoso interiorismo y platos siempre coloristas y desenfadados. Entrar a Madame Sushita es hacerlo en una suerte de biblioteca rococó, con amplias estanterías repletas de libros –nada menos que 12.000– recubriendo las paredes, techos altísimos, grandes lámparas y voluptuosas plantas. Su impecable interiorismo –sofás de terciopelo, cojines de materiales nobles y una vajilla exquisita– nos hace sentir de inmediato en el París del siglo XVIII, aunque los sabores nos trasladan al Japón más exótico. Gyosas de wagyu con mermelada de tomate y albahaca, wok de quinoa y langostinos, tempura de gambas rojas con chile dulce y numerosas propuestas de sushi para todos los gustos y apetitos: son algunas de las recetas que podremos disfrutar en este local del que parece que vaya a emerger en cualquier momento María Antonieta. Su sushi es siempre un despliegue de color y creatividad. Tiraditos, ceviches, tartars y sashimis completan la oferta de un local que se jacta de trabajar como pocos el pescado, y que cuenta con postres como un tiramisú de té verde sensacional y una selección de helados ecológicos.;Con amigos, De moda, Familia, Grupos, Romántico, Terraza, Ceviche, Poke, Sushi, Selección Insider - Japoneses, Selección Insider - Terrazas, Selección Insider - Trendy, Día del Padre, Nochebuena y Navidad, Reabierto, Asiático;
Kyoka Las Tablas;Japonés;9;1549;Glorieta Monte del Gozo, 3, 28050 Madrid;40.5100618;-3.6672335;28050;15;;Con amigos, Familia, Sushi, Económicos, Family Days, Reabierto, SABOREA ASIA, Asiático;
El Mandela;Africano;9,5;1331;C/ Independencia, 1, 28013 Madrid;40.4174708;-3.7101145;28013;19;;Con amigos, Familia, Tipico, Día de la Madre, Día del Padre, Fin de Año y Año Nuevo, Reabierto;
Sushita Café - Alberto Aguilera;Japonés;8,7;2957;Calle de Alberto Aguilera, 52, 28015 Madrid;40.4304465;-3.7127607;28015;24;;Con amigos, Grupos, Ramen, Sushi, Día del Padre, Nochebuena y Navidad, Reabierto, San Valentín, Asiático;
La Fábrica 21;Internacional;8,7;481;Calle de Génova, 21, 28004 Madrid;40.4265253;-3.692872;28004;25;;Con amigos, Familia, Ceviche, Día del Padre, Reabierto;
Agustinache;Español;7,8;27;Calle del Príncipe de Vergara, 128, 28002 Madrid;40.44274300000001;-3.6781155;28002;20;;Familia, Terraza, Carnes, De cuchara, Marisco, Pinchos y Tapas, Reabierto, Europeo;
El Barril de las Letras;Marisquería;9,1;999;C/ Cervantes, 28, 28014 Madrid;40.4142955;-3.6967029;28014;28;;Tipico, Marisco, Selección Insider - Mariscos, Certificado de Excelencia TripAdvisor 2018, Día del Padre, Reabierto, TOGETHER;
La Colonial de Huertas;Cubano;8,2;879;C/ Huertas, 66, 28014 Madrid;40.4130308;-3.6958997;28014;16;;Con amigos, Familia, Grupos, Carnes, Certificado de Excelencia TripAdvisor 2018, Reabierto, Latino;
Plantio 35;Español;9,1;670;Av. Victoria, 35, 28023 Madrid;40.4714456;-3.8275461;28023;30;;Con amigos, Cumpleaños, Familia, Jardín, Arroces, Carnes, Cochinillo, Paella, Tartar, Día del Padre, Fin de Año y Año Nuevo, Reabierto, Europeo;
El Telégrafo;Marisquería;8,9;880;C/ Padre Damián, 44, 28036 Madrid;40.45952930000001;-3.6851656;28036;34;;Con amigos, De negocios, Familia, Terraza, Marisco, Día del Padre, Fin de Año y Año Nuevo, Reabierto, TOGETHER;
El Barril de Alcántara;Marisquería;8,9;419;C/ Alcántara, 30, 28006 Madrid;40.4288838;-3.6736819;28006;37;El Barril de Alcántara es lugar de referencia para los amantes del tapeo en general y del mar en particular. Ubicado en el barrio de Salamanca, y con un ambiente mayoritariamente joven, se convierte en la opción perfecta para degustar pescados y mariscos de peso en tapas o a la carta. Además de a comer, aquí también se viene a beber la mejor cerveza de Madrid, perfecta para acompañar los platos estrella de la casa: gambas de Huelva, jamón de bellota con pan tumaca, ensalada de tomates pelados con ventresca y cebolleta o pulpo a la gallega que también combina a las mil maravillas con cualquiera de sus vinos blancos (Albariño o Rueda). La clientela aprecia también las croquetas caseras (diferentes cada día), los boquerones victorianos, los huevos estrellados con jamón o los langostinos de San Lúcar a la parrilla. ¡A tapear se ha dicho!;Terraza, Marisco, Selección Insider - Mariscos, Selección Insider - Terrazas, Fin de Año y Año Nuevo, Reabierto, TOGETHER;
Al Punto;Mediterráneo;8,9;7507;Avenida Machupichu, 85, 28043 Madrid;40.4611252;-3.6349072;28043;30;;Con amigos, Cumpleaños, Familia, Grupos, Jardín, Romántico, Terraza, Carnes, Día del Padre, Fin de Año y Año Nuevo, Nochebuena y Navidad, Reabierto, San Valentín, TOGETHER;
Materia Prima;De mercado;8,9;2245;C/ Doctor Fleming, 7, 28036 Madrid;40.455709;-3.6885948;28036;45;;Con amigos, Marisco, Día del Padre, Fin de Año y Año Nuevo, Reabierto;
Ferreiro;Asturiano;8,9;1479;C/ Comandante Zorita, 32, 28020 Madrid;40.45004489999999;-3.6981573;28020;36;;Con amigos, Cumpleaños, Familia, Grupos, Tipico, Carnes, De cuchara, Setas, Día del Padre, Fin de Año y Año Nuevo, Nochebuena y Navidad, Reabierto, Restaurant Week, San Valentín, Europeo, Español;
La Lonja Taberna;Arrocería;8,9;213;Plaza de Oriente, 6,  Madrid;40.41861060000001;-3.711166;28013;25;;Con amigos, De negocios, Familia, Tipico, Arroces, Paella, Tartar, Fin de Año y Año Nuevo, Reabierto, Europeo, Español;
The Spanish Farm;Español;9,3;381;Calle Espalter, 5, 28014 Madrid;40.4129668;-3.6906945;28014;22;;Afterwork, Certificado de Excelencia TripAdvisor 2018, Fin de Año y Año Nuevo, San Valentín, Europeo;
SAGARDI Castellana;Vasco;8,9;289;Paseo de la Castellana, 13, 28046 Madrid;40.4278562;-3.6905201;28046;50;Para comer un buen chuletón vasco hay que acudir a Sagardi. Y es que este restaurante, ubicado muy cerca de la Plaza de Colón, es todo un referente de comida vasca en la capital. Su gran atractivo es la espectacular barra de pintxos y su parrilla vista donde contemplas en directo como asan los chuletones de vaca vieja y automáticamente comienzas a salivar. La carne es su punto fuerte, pero si uno quiere encontrarse con la cocina vasca y, además, no quiere rascarse demasiado el bolsillo, tiene que pararse en la zona de barra para tomar una caña y probar su espectacular chistorra casera, la morcilla o las croquetas de jamón. ¡De diez!;Con amigos, De negocios, Familia, Grupos, Para ver deportes, Bacalao, Carnes, Pinchos y Tapas, Tartar, Fin de Año y Año Nuevo, Reabierto, TOGETHER, Europeo, Español;
Cinco Jotas - Serrano;Español;8,9;269;Calle de Serrano, 118, 28006 Madrid;40.4361726;-3.6861589;28006;40;El jamón de bellota 100% Ibérico Cinco Jotas es el auténtico tesoro de este restaurante del barrio de Salamanca y, seguramente, también el responsable de que después de más de 20 años de andadura siga en lo más alto. En su barra, puedes entregarte al placer del picoteo a base de riquísimas tapas y raciones típicas de la cocina mediterránea y española. Cinco Jotas es el lugar perfecto para disfrutar de un buen vino y una tosta o un montadito en una de las zonas más chic de la capital. ¡Larga vida!;Con amigos, De negocios, Grupos, Terraza, Bacalao, Carnes, De cuchara, Pinchos y Tapas, Selección Insider - Terrazas, Certificado de Excelencia TripAdvisor 2018, Reabierto, Restaurant Week, Europeo;
La Venganza de Malinche - Duque de Osuna;Mexicano;8,9;599;Calle Duque de Osuna, 5, 28015 Madrid;0;0;0;23;;Con amigos, Cumpleaños, Despedida de solter@, Familia, Terraza, Tacos, Reabierto, Latino;
África Fusión;Africano;8,9;178;Calle Argumosa, 15, 28012 Madrid;40.4082712;-3.6987734;28012;15;;Con amigos, Cumpleaños, Familia, Terraza, Tipico, Económicos, Reabierto;
Lamian by Soy Kitchen;Asiático;8,9;421;Plaza de los Mostenses, 4, 28015 Madrid;40.4236001;-3.7089176;28015;25;Lamian es ese tipo de restaurante que recomendarías a tus amigos con los ojos cerrados. Un rincón pensado para emprender un viaje de sabores por el continente asiático. El ramen o lamian (tallarines chinos estirados a mano) es la preparación estrella de la casa, pero aquí, Julio (famoso por su pincho de rape con alcachofas y gambas), lo prepara a su manera: con carne guisada, setas y mejillones, o con rabo de toro, boniato y solomillo de añojo o salteado con verduras ¡Perfectos para devorar con un buen sake! El chef ha conquistado a los foodies de la capital creando imaginativos platos que representan lo más auténtico del street food asiático. Además, el utiliza productos españoles de altísima calidad para terminar de cautivar al comensal. Chapeau!;Bistró, Reabierto;
Mar de copas;Peruano;8,9;10;Calle del Marqués de Viana, 18, 28039 Madrid;40.4619759;-3.7002443;28039;20;;Con amigos, Terraza, Ceviche, Reabierto, Latino;
Maccheroni Madrid;Italiano;8,9;318;Plaza San Anacleto, 4, 28023 Madrid;40.4584225;-3.78264;28023;25;Entrar en Maccheroni es como viajar hasta Roma: con sus aromas, sus sabores, sus texturas… Los verdaderos secretos de su cocina llegan a Madrid directamente desde la mítica trattoria de Lucciano en la capital italiana. En este encantador rincón presumen de tener el secreto de la felicidad. Y nosotros nos lo creemos después de probar las berenjenas al parmesano, la ensalada panzanella o los tonnarelli a la amatriciana. Si pasas de pasta (error), no te pierdas la oreja de elefante (mejor para compartir) y, a la hora del postre, hay que probar sí o sí el tiramisú porque para algo es el típico postre italiano. Nunca ser feliz fue tan fácil.;Con amigos, Familia, Romántico, Selección Insider - Italianos, Selección Insider - Terrazas, Reabierto, Europeo;
Boggus;Español;8,7;50;Av. Miguel Delibes, 30, 28052 Madrid;40.4065267;-3.563317;28052;22;;Grupos, Reabierto, Europeo;
Biarritz Gourmet - Sexta Avenida;Mediterráneo;9;13;Av. de la Victoria, 2 | CC. Sexta Avenida,, 28023 Madrid;40.4678358;-3.8152558;28023;25;;Afterwork, Reabierto;
La Tagliatella - Fuencarral;Italiano;8,9;96;Calle de Fuencarral, 127, 28010 Madrid;40.4310901;-3.70347;28010;18;;Con amigos, Familia, Grupos, La Tagliatella, Reabierto, Europeo;
Lettera Trattoria Moderna;Italiano;8,9;91;Calle de la Reina, 20, 28004 Madrid;40.4197381;-3.6982638;28004;30;;Con amigos, Cumpleaños, De negocios, Familia, Grupos, Selección Insider - Italianos, Selección Insider - Trendy, Reabierto, Europeo;
Impasta;Italiano;9,4;134;Calle de las Hileras, 2, 28013 Madrid;40.416751;-3.7083841;28013;20;;Con amigos, Reabierto, Europeo;
Al Paseo;Mediterráneo;9;4016;Paseo de la Habana, 65, 28036 Madrid;40.4544998;-3.68349;28036;45;;Con amigos, De negocios, Familia, Grupos, Jardín, Romántico, Terraza, Carnes, Día del Padre, Fin de Año y Año Nuevo, Nochebuena y Navidad, Reabierto, San Valentín, TOGETHER;
Patacón Pisao;Colombiano;9;736;C/ Delicia, 10, 28045 Madrid;40.4040508;-3.6944573;28045;19;Quien conoce Colombia sabe que es sinónimo de color, sabor y alegría. Y esto es lo que, desde Madrid, ofrece este simpático restaurante pensado para el colombiano nostálgico o el europeo que quiere conocer esta exótica comida. En Patacón Pisao llevan el sabor mestizo a la mesa y eso se aprecia en las caras de los comensales. Unos descubren sabores que les enamoran, mientras otros se reencuentran con aquellos que han marcado gran parte de su vida y sus recuerdos. De su carta no puedes perderte las empanadas, los patacones, los tequeños, las arepas y, por supuesto, el patacón pisao (plátano macho frito muy crujiente). Otros de los platos típicos colombianos que te dejarán muy buen sabor de boca son el sancocho, el mondongo o el ajiaco. ¡Atrévete con todo!;Certificado de Excelencia TripAdvisor 2018, Healthy, Nochebuena y Navidad, Reabierto, TOGETHER, Latino;
Teitu;Asturiano;9;1238;C/ Capitán Haya, 20, 28020 Madrid;40.4570023;-3.6919007;28020;32;En pleno corazón financiero de la capital es totalmente necesario un restaurante como Teitu. Una auténtica sidrería asturiana, con una fantástica barra de tapeo y una terraza de verano que alegra el paisaje de la zona de Cuzco. Cocina de antaño para disfrutar entre barriles de sidra, madreñas y fuelles. Alégrate el día con su cecina de León ligeramente ahumada, su tortilla paisana típica de Asturias, sus parrochas escabechadas al laurel y, por supuesto, su fabada asturiana con su compango. Por cierto, sus croquetas artesanas son brutales y además cambian cada día. ¡Híncales el diente!;Familia, Terraza, Selección Insider - Terrazas, Certificado de Excelencia TripAdvisor 2018, Día del Padre, Fin de Año y Año Nuevo, Reabierto, San Valentín, TOGETHER, Europeo, Español;
Oter Epicure;Mediterráneo;9;389;C/ Claudio Coello, 71, 28001 Madrid;40.42887820000001;-3.6861515;28001;34;Un local elegante y cosmopolita para degustar alta cocina de mercado en pleno corazón del barrio de Salamanca. Decorado en tonos grises y rojos (por la importancia que tiene aquí el vino), este bistró del siglo XXI cuenta con una antesala, barra y mesas para tapear con vistas a los fogones (show-cooking) y amplios salones reservados. Una cava acristalada que alberga una gran selección de vinos (con más de 200 referencias) da entrada a este restaurante en el que la buena mano en la cocina está asegurada. En su carta, bastante amplia, resulta difícil elegir entre el pulpo de pedrero con parmentier de patata, la ensaladilla rusa, el risotto de boletus, trufa negra y teja de parmesano, el foie de pato mi-cuit hecho en casa con reducción de oporto o cualquiera de sus mariscos del día. Todo ello, claro, servido con los mejores vinos de su gran bodega.;De negocios, Terraza, Selección Insider - Mediterráneos, Selección Insider - Terrazas, Certificado de Excelencia TripAdvisor 2018, Fin de Año y Año Nuevo, Reabierto, San Valentín, TOGETHER;
La Leñera;Asador;9;717;C/ Hernani, 60, 28020 Madrid;40.4479172;-3.697602399999999;28020;30;En este acogedor rincón se puede disfrutar de la mejor cocina del Norte en un ambiente familiar y con la garantía de estar en las mejores manos (grupo Oter). Su parrilla al carbón te da una idea de lo que se puede disfrutar probando alguna de sus carnes de vacas de los Valles de Somiedo: chuletón, entrecot, solomillo… ¡Acierto seguro! La clientela acude, además, para devorar la empanada de bonito fresco, la tortilla melosa de bacalao, el caldero de arroz marinero, los chipirones de anzuelo al ajili mojili o las chuletitas de lechal fritas. Por si fuera poco, el pan y los postres los elaboran en su obrador y están de muerrrrte.;Terraza, Carnes, Selección Insider - Terrazas, Día del Padre, Fin de Año y Año Nuevo, Reabierto, San Valentín, TOGETHER;
Casa Mundi;Español;9;483;C/ Donoso Cortes, 14, 28015 Madrid;40.4362089;-3.7070275;28015;24;Fundada en 1984 por fundada por Hermógenes Martín y Encarna Sánchez, Casa Mundi sigue manteniendo al día su intención de ser un restaurante cuya seña de identidad sea la calidad de la comida. Lo que al principio sólo era una pequeña barra con tres mesas es hoy una de las cocinas más queridas de la capital. Uno de esos sitios donde se respira tradición en el aire y se saborea el buen hacer en el plato.En esta tasca castiza de 5 tenedores, la calidad y la costumbre se aprecia tanto en la decoración, con marcado estilo hípico dada la pasión del Hemógenes, hasta la cocina, por supuesto de mercado, del cercano Vallehermoso, basada en los productos de temporada, en la calidad de las materias primas y en las recetas de toda la vida y sin pretensiones que doña Encarna y su equipo se encargan de promover y que son ‘culpables’ del éxito de Casa Mundi.;Comuniones, Familia, Fiestas San Isidro, Carnes, De cuchara, Marisco, Pinchos y Tapas, Selección Insider - Mariscos, Selección Insider - Recomendaciones locales, Día del Padre, Reabierto, Europeo;
Maricastaña - Madrid;Internacional;8,8;619;Calle Corredera Baja de San Pablo, 12, 28004 Madrid;40.4221353;-3.7042086;28004;25;Este restaurante es tan sumamente bonito que podríamos alimentarnos solo de su despliegue de buen gusto y su impecable interiorismo contemporáneo. De sus paredes de ladrillo visto, su mobiliario de madera, de ese carisma con sello de gran capital que destila cada rincón. Rincones en los que se cuidan los detalles al milímetro, donde las flores frescas conviven con revistas de arte, y donde el baño es una mezcla perfecta entre la tasca canalla y el tocador de María Antonieta.Pero si nuestra intención es disfrutar del aura decididamente trendy de este local 100% malasañero pero no entra en nuestros planes alimentarnos de aire, la experiencia va a ser todavía mejor. Podemos empezar con unas croquetas caseras, seguir con un salmón marinado en cítricos con guacamole y pan de pita, un durum de cordero, una hamburguesa de ternera gallega o unos tacos Maricastaña de pollo tandoori. Y es que aquí no existen las fronteras gastronómicas, sino la voluntad de trascenderlas para crear una carta en que la cocina autóctona convive con los sabores del mundo. Por las mañanas sirven unos desayunos de inspiración internacional (con tostadas, huevos, bagels, pancakes...) que congregan, claro, a un buen número de barbudos con MacBooks,;Brunch, Con amigos, De moda, Desayuno, Romántico, Hamburguesas, Selección Insider - Trendy, Certificado de Excelencia TripAdvisor 2018, Día del Padre, Reabierto, San Valentín;
Taberna Rayuela;Internacional;9;491;Calle de la Moreria, 8, 28005 Madrid;40.4131215;-3.7132563;28005;20;;Con amigos, Pinchos y Tapas, Certificado de Excelencia TripAdvisor 2018, Día del Padre, Fin de Año y Año Nuevo, Reabierto;
El Barril de las Cortes;Español;9;788;Carrera de San Jerónimo 17, 28014 Madrid;40.4167838;-3.698847;28014;55;Situado en pleno centro de Madrid este restaurante es otra de las apuestas del reconocido grupo Oter. Se trata de un espacio con dos alturas, una decoración que cuida hasta el más mínimo detalle y en el que destaca su gran bodega de la planta baja. Desde el punto de vista gastronómico, solo se puede añadir que se nota a leguas que es un miembro de esta familia. En su carta encontramos los clásicos del grupo como los mariscos de la lonja, el pulpo en distintas elaboraciones, las verduras de temporada (exquisitas las alcachofas). Y no faltan los arroces (que se elaboran a la vista), los pescados frescos o las carnes asadas a la parrilla de carbón de encina. De vicio su pan y sus postres artesanos elaborados en su propio obrador. Disfruta y ¡no te cortes!;Con amigos, De negocios, Familia, Romántico, Arroces, Carnes, De cuchara, Marisco, Paella, Tartar, Selección Insider - Mariscos, Certificado de Excelencia TripAdvisor 2018, Día del Padre, Fin de Año y Año Nuevo, Insider Week, Reabierto, San Valentín, TOGETHER, Europeo;
La Mordida de Fuentes;Mexicano;9;322;Calle de las Fuentes, 3, 28013 Madrid;40.4168973;-3.708761;28013;25;;Tacos, Reabierto, Latino;
